text,expected,predicted
"Вот из за этих ножек разговоров то. Ножки сделали из композитной арматуры и нейлоновых стяжек и все вопрс закрыт. Гнуть ее еще во придумали.
",0.0,0.0
"делал мрт гипофиза, ничего не нашли, но думаю еще раз сделать и именно всей головы, просто последний месяц одну ноздрю периодически закладывает без каких либо других симптомов, ходил конечно к отоларингологу, та поставила синусит и назначила лечение, но уже третья неделя идет и по сути улучшилось все незначительно и на том и остановилось (тут недавно на пикабу парень случай описывал похожий, у него там мощно пролактинома проросла и тоже похожая ерунда была, вот и размышляю теперь), вот думаю добить это дело и потом сдать более обширно гормоны, идти еще раз к эндокринологу и может мрт делать и что он там лучше насоветует
",0.0,0.0
"Там математика уровня 11 класса школы. Двумя словами: чем больше респондентов, тем менее мы отклоняемся от среднего реального значения.
",0.0,0.0
"Штрих - маладцы. Декабрь 2017 до сих пор вспоминаем. Модернизация из К версии в Ф версию - куча проводов и модулей, а еще будьте любезны просверлить дыру в стальном основании кассы. Клиенты мягко говоря офигевали, когда наши механы расчехляли дрель. Но в принципе, все классические модели вполне надежны, а вот продукты дочек - не всегда.
",0.0,0.0
"В магазине 15 касс, и все работают!
",0.0,0.0
"Это конечно здорово,спорить не стану. Молодцы. Но у нас в стране полный провал по коровьему молоку и мне человеку далекому от животноводства не совсем понятно почему предприниматели в молочный бизнес не хотят идти?
",0.0,0.0
"Тоже редми 4х когда купил заряжал раз в неделю, сейчас где то год прошел заряжаю раз в 4-5 дней. Юзаю инет около 2-3 часов в день и звонки, но болтаю не много.
",0.0,0.0
"русским поляки ближе чем каклы что ли получается?
",1.0,0.0
В середине истории услышал странный шум в голове,0.0,1.0
"Перфекционист? Вот блядь вцепился в страну как клещ.
",1.0,1.0
"А хохлов не напугал рост цен. В этом вся разница.
",1.0,0.0
"Я с 92го, если б у меня были на данный момент дети и они б начали вякать мол свободные 90е, я б уехала с ними в максимально глухую деревню без интернета и телефонов, зато с кучей алкашей и безработных на улицах и заставила б прожить на 500рублей 3 месяца. Мне то привычно, у меня в таком духе детство прошло, а для них пример детства в свободной России. Свободное выживание.
",0.0,0.0
"Всё так и есть. У меня кредитка visa. Обслуживание - 0. Интернет-банкинг - 0. Беспроцентный период - 54 дня. Дебетовая - социалка МИР. Инет-банкинг - 30 р мес. Процент на остаток по вкладу - 3,5. Перекидываю с социалки на кредитку бесплатно 2 раза в месяц (чтоб не забывать). Пользуюсь кредитными деньгами для онлайн-покупок и безналичных платежей в магазинах-кафе-заправках и пр. Наличку снимаю с социалки бесплатно по необходимости. Что и кому я переплачиваю? О всякой хрени типа бонусов спасибо , партнёрской программе и пр. не говорю, ибо практически ими не пользуюсь.
",0.0,0.0
"А как это еще можно понять? В мморпг есть время гринда - вот тогда дико скучно. Хочется чего то фоном включить. Мистика нравится. И не нужно вдумчиво слушать смотреть как супернатуральных, дабы сюжет не упустить. Я же говорю, это никак не отличается от тупых сериалов. Впрочем, дом 2 туда же, хотя, больше по вкусу тем, кому по вкусу грязное белье чужое.
",0.0,0.0
"На счёт условий труда правда только отчасти, как и в любой другой отрасли, в депо больших городов с хорошим мат.обеспечением все чинно-блинно, но в периферии дела обстоят хуже немного, но это моё субъективное мнение, т.к я изнутри эту кухню видел только на 0.10 и всех возможных плюшек в депо маленьких городов мог и не заметить. Были и в депо Москвы, Питера, Новосиба и в депо маленьких поселков вдоль БАМа и ТрансСиба.
",0.0,0.0
"я думал они его сжечь попытались, а потом потушить путем утопления
",1.0,1.0
"Тут такое дело, что корки диплома на форуме это малява от авторитетов о признании твоих заслуг на воле. Паханы должны считаться. А там уже как человек себя покажет. Сколько построил, сколько развалилось. Рисовать узоры можно только для пацанов, ищущих романтики в нашем деле. А вот рассчитать, построить, остаться в своих штанах и чтобы ручки не накололи дверные это уменья требует.",0.0,0.0
"Вы привели достаточно аргументов чтобы их не просто выгнать а показательно расстрелять около подъезда. Мне более нечего вам возразить. Я не могу оперировать ценностями вашего убого эгоистичного НЕДОразума.
",1.0,0.0
"И все таки я когда-нибудь посижу и срисую механизм....
",0.0,0.0
"Ну что, , поняли, что ответить на вопрос не можете, попытались соскочить, и для надёжности в игнор кинули? Трусливо и тупо, но ожидаемо для вашего уровня рассуждений.",1.0,0.0
"Правда, сейчас ИРЛ 24-х летние пиздюки путают охуевший и охуенный. Кроссы у них охуевшие, и борщ у них охуевший и так далее. Просто у них словарный запас низкий, они не видят разницы между словами вообще.
",1.0,0.0
"О, отличный повод сходить в кино) спасибо за напоминание)
",0.0,1.0
"Так, давай вот четко, по тезисам - главные причины распада СССР? Он же не в единочасье в 1991 распался одним решением Чубайса.",0.0,0.0
"Ну так непонимание с моей стороны возникло именно из-за того что было указано про бедность за 1к долларов.
",0.0,0.0
"Всё правильно делают! Если русские терпилы и куколды, то хоть якуты мамбетов на место поставят.
",1.0,0.0
", я тупой и не понял шутки или это спам?
",1.0,0.0
"Я в какой-то момент задолбался играть по телефону с роботами техподдержки в нажмите один, теперь четыре, теперь восемь, теперь код города и год по китайскому календарю и при любых неполадках Ростелекома теперь тупо пишу им в сообщения группы ВКонтакте. Реагируют шустро, уточняют подробности, после чего уже местный филиал сам перезванивает с вопросами что нужно, что не так и когда удобно.
",0.0,0.0
"Хороший совет, наверное так и сделаю, когда в следующий раз к ним поеду. Может эта ситуация перестанет у меня перед глазами периодически всплывать.
",0.0,0.0
"Керамика раку тип японской керамики, традиционно используемой в японской чайной церемонии, в первую очередь, это чаши для чая. Для керамики раку характерна ручная формовка глины вместо использования гончарного круга, в результате этого каждый предмет оказывается уникальным. Нахуя мне это, и как это относится к вопросу о появлении трещин на керамических кружках - науке доподлинно неизвестно.",0.0,0.0
"Ну бывший директор страны говорил - Денег нет, но вы держитесь.
",0.0,0.0
"там же есть коттеджный поселок, вполне себе продается на циане от 250млн
",0.0,0.0
"Насколько помню юниор это д-5 засунутый в чехол от т-4 и укладываемый на веревку. Ну и я отношусь к той секте что считает дубом только д1-5)
",1.0,0.0
"Дак скоро и кинотеатры додумаются рекламу вставлять не только перед фильмом, а и во время фильма.
",0.0,0.0
"По моему вариант заблокировать идеален. Человек и так карту протерял, поживёт пару дней пока новую не получит.
",0.0,0.0
"Меня пугает эта превьюшка. Не стоило так шутить, тем более что он не мусульманин. Привстань с бутылки: тебя не слышно.
",1.0,1.0
"Да. Левый сосок на левой сиське, на левой фотке.",0.0,0.0
"Я лежал в психушке, теперь боюсь пикнуть лишний раз, чтоб меня не положили, а тут люди буянят вовсю и ничего
",1.0,0.0
"Нет, чем меньше лет было в 1991 году - тем лучше ему жилось в СССР
",0.0,0.0
"Казимирко и сам как дерьмовая система.
",1.0,1.0
"потому что русским следует поучиться у дагов чеченцев стоять друг за друга
",1.0,0.0
"Работал генподрядчиком на дочку Га прома. Которая раньше была на Научном проезде, а сейчас в Румянцево. Работа была в глубинке, но раз месяц приходилось летать в Москву с документацией. В Москве было всё норм. Но на самом объекте (самого Газпрома) был капец. Нас - подрядчиков считали 2-м сортом. В столовую запускали после самих газпромовцев (жаловались ,что после нас салатов не оставалось). А сами дрожали за свои места, стучали друг на друга, нормальные ребята не стерпев уходили. Хотя гордо твердили о корпоративных стандартах, в том числе и производственных отношениях. Так что ТС не расстраивайся, сам бы убежал.
",0.0,0.0
"они сильно косячили в эксплуатации,у американцев аварий в разы меньше.
",0.0,0.0
"Регик молодец , конечно. Остановился бы на, запись отдать водителю пострадавшему. Вообще ничего не требуется ведь, просто несколько минут потратить, но поехал дальше...
",0.0,0.0
"Не задумываясь убиваю всё, что угрожает моей безопасности. Грибы были грибами, когда млекопитающие даже не думали появляться, однако почему то грибок на ногах никто не жалует.
",0.0,0.0
"Думаю, британские учЕные крайне негативно относятся к тому, чтобы их называли учОными.
",0.0,0.0
"разные рыси есть. Бывает очень ласковая
",0.0,0.0
"Че ты паришься? Они ща хлебало сделают, что это не они и будут кукарекать, как последние дырявые, что начни с себя.
",1.0,1.0
"Меж Адом и Раем раскинуло двух! В Аду Пятачок, а в Раю - Винни-Пух!
",1.0,0.0
"Гнездо наркоманов, проституток и АУЕшной швали
",1.0,1.0
"Помню его пожалуй с 50 к подписоты, вроде как то так. Снимал простенько, без вебки, т.е ебалом не светил т было уже норм. Играл в простенькие игры, по типу майна. Самое последнее адекватное видео - было поздравительное на 300к подрисчиков, чем-то интересным чтоль веялом, тогда на тытубе не было подобных форматов аля скетчи-влоги, уже не вспомню ну, а дальше пошел полнейший тренд ец, светило ебалом, какие то скетчи со смехуечками естестна не смешными для дерградантов , кривляние. Вообщем, тащемта полная херня, а как увидел что на n-миллионов подрисчиков он устроил какой-то скучный стрим, то нахер отписался и дизу поставил.
",1.0,0.0
"Вдруг бумажного пакета будет недостаточно.
",0.0,0.0
"Имхо, если предзаказ возможен, то он должен быть и работать, меня, например, весьма обрадует возможность заказать банку какой-нибудь солгаровской хрени если её нет в наличии. В ТЦ я ж в любом случае вернусь если уж я дошёл до того что в аптеку в ТЦ зашёл.
",0.0,0.0
"Ага. Аномалия. То-то же на месяц вперёд в прогнозе только один солнечный день.
",0.0,0.0
"Огромное спасибо за совет как считать! Буду пользоваться)
",0.0,1.0
"Крымотред нужен. От него горит какелам.
",1.0,0.0
"Результат игнорирования проблемы приводит к подобным негативным действиям. Нет адекватной реакции соответствующих служб, происходит подобная дичь, которую общество считает неподобающей, необходимой мерой
",0.0,0.0
"Потому что у людей гораздо больше свободы выбора, чем у животных.
",0.0,0.0
"С 0:00, там движение в обратную сторону пошло почему-то (читаем про текущий дрейф материков)
",0.0,0.0
"Если никогда не было, то будет большой штраф. 2500 вроде бы, или сейчас уже больше?
",0.0,0.0
"Сейчас делить мир на государства... Капитализм уже давно транснационален, если и случится его кризис, резня будет по всему миру. И хорошо.
",0.0,0.0
"Вот блядь вцепился в страну как клещ. Та он, как бы, это.. Президент, легитимный.
",1.0,1.0
"Козырёк на второй фотке дешёвым сайдингом обшит? Как-то он не вписывается в общий стиль дорого-бохато ...
",1.0,1.0
"Похуй не может быть мучительно. Похуй всегда похуй
",1.0,0.0
"Саудовская Аравия и Китай договорились включить китайский язык в учебную программу
",0.0,1.0
"Ты дебил? Как тогда те самолеты, которые разбились, поднялись в воздух?
",1.0,1.0
"Ну да ,это же пропаганда, посмотрите Discovery десять лучших автоматических винтовок, АК на первом месте.
",0.0,0.0
"Так а в чем смысл? Как арт-объект того времени- да, достойно памяти и обнародования. А с мотивацией беда, ведь тогда тоже простой горнорабочий непосредственно с добычи и продажи ничего не имел. Так как воспринимать?
",0.0,0.0
"Это кто там? Шаолиньские монахи?
",1.0,0.0
"Яйца куриные тоже дорожают Я думаю, все-таки не в прямой пропорции? в отличие от машин.На пальцах: доллар подорожал в 2 раза, тазы подорожали в 2 раза. Но так-то машина русская, дааа
",0.0,0.0
Доч. Тип чтобы больше охватить аудиторию.,1.0,0.0
"Прибыл в районе 500тыс Тенге (100тыс рублей)
",0.0,0.0
"У меня на 21099 через 10тыр развалился выжимной HOLA. было это 12 лет назад. Тогда эта фирма только появилась и менял все целиком....
",0.0,0.0
"Когда было иначе, лол. Легаси? Или ты по темпесту соскучился?
",0.0,1.0
"Часто слышу, что вон в том в магазине в трипиздяйково есть пиво со сроком реализации 10 дней, типа оно точно гуд так это идиоты, что вы на них смотрите. Не знаю как так случилось, но в рф многие массово верят в ЖЫВОЕ пиво. Которое хранится 3 дня. Вот это заебись, вот это честное пиво! На деле конечно пивом эта ссанина не является. Эта брага, которая быстро киснет, и ее надо продать.",1.0,0.0
"А у нас в зале замечала некоторых недоспортсменов, которые между подходами отдыхают сидя на тренажёрах) и отдых далеко не 30 сек , вообще не парятся! Наверное, не сгонял еще никто )
",0.0,0.0
"Чопика такого не было под рукой. Ножки гораздо шире, но мысль интересная, пробку сделать, если только от шампанского, но опять, вряд ли подойдёт, давление сильное
",0.0,0.0
"Обычно как это происходит во всяких офисах и кабинетах: вот был где-то нормальный мужской коллектив, и вот как-то появляется одна девушка, потом ещё парочка-другая. Дальше рано или поздно одна из-них каким-либо путём пробивается на начальственную должность и скорость пополнения женской части коллектива повышается. Начинает образовываться типичная для женских коллективов атмосфера свар, дрязг, конкуренции. Кроме того, девушкам можно платить поменьше. Мужикам становится работать некомфортно и они потихоньку сваливают оттуда. И вот, через некоторое время получилось почти полностью бабье царство, куда обычным мужикам путь заказан. И изменить это положение будет почти невозможно.
",0.0,0.0
"А в чем отличие? Точно так же медик откажется всерьез выполнять свою работу и задним числом нарисует анализы или что еще, если к тому моменту будет кому жаловаться.
",0.0,0.0
"Вот драки не впечатлили, конечно почти полностью повторяют аниме и мангу ( за исключением моторбола), но с её навыками ждешь более впечатляющей драки, тем более тут графика. В целом фильм не впечатлил, нет атмосферы нужной, но сценарий хорошо адаптирован, получилась отличная история, но это не тот постап, который я ждал. Розовая няшная версия.
",0.0,0.0
"Наличие высшего образования предполагает наличие мозга.
",1.0,1.0
"В регионах тоже часто низкий уровень. Особенно сейчас, когда финансирование вуза зависит от числа студентов. Чтобы не закрывать кафедры и направления вузы с неохотой отчисляют даже оболтусов. Ведь от вуза ещё и требуют определённого количества выпускников, а не качество и подготовки.
",0.0,0.0
В этом году обещают выпустить.,0.0,0.0
"Ну, если это говорят профессионалы, то тут спорить сложно, хотя мне трудно поверить на слово рандому из интернета. На пикабу не раз так накалывался. Тем более была возможность проследить динамику странных записей. 2-3 за период с 2014 года. По поводу святости, это было скорее пояснения что не надо ожить от кого-то поведения согласно своим ожиданиям. А от священников именно этого (святости), почему-то и ожидают.
",0.0,0.0
"хуйню второе сообщение подрядят несешь ты. Опять пишешь что Гримберген дешевое, но даже не читал мое сообщение: У нас он 120р.в ленте. Это 180р в пересчете на 0.5 в каком месте это блять дешевый имопрт? Ты в какой реальности живешь? Годный импорт в кб-ленте стоит от 70-100р рублей (как раз таки эли - я почти только пшенички пью). За 180р полно рф крафта.
",1.0,0.0
"Да ладно? а то что потом остаются токсины хлора в воде, а после озонации нет? Существенными достоинствами озонирования, по сравнению с хлорированием, является отсутствие токсинов в обработанной воде (тогда как при хлорировании возможно образование существенного количества хлорорганических соединений, многие из которых токсичны, например, диоксин) и лучшая, по сравнению с кислородом, растворимость в воде.
",0.0,0.0
"Я сейчас на МТС - 275р мес за безлимитный интернет по России и 500минут на всех операторов. До заявления на переход было в 2 раза дороже
",0.0,0.0
"Люди психологически не готовы платить большие деньги за смартфоны. Сами видите, что даже в Москве таких много.
",0.0,0.0
"Давайте без политкорректности. Педик и есть педик, будь он гей, бисексуал, или взаддаватель. А если хочешь назвать человека пидорасом - сделай это! А то накажут , какой ужас.
",1.0,0.0
"Достойного чего? Ее тупой пизды и двух оборванцев? Они кинет мужика сразу же, как только его уволят или деньги перестанут прибывать в руки. А потом найдет нового, ну и так по кругу. У бабы исключительно меркантильное отношение к противоположному полу, а такие отношения никогда не длятся долго. В итоге дети вырастут такими же продажными пиздоблядями. Мать года, ага.",1.0,0.0
"100 зарплаты.(чуть меньше на самом деле) А можно для домохозяек пояснить? Спасибо!!
",0.0,0.0
"Был очень глубоко дотационный, стал просто глубоко дотационный.
",0.0,1.0
"А что им еще делать? Стоять и ждать, пока они вернутся, что бы снова вынести их? Тогда бы их снова обвинили в неспортивном поведении. Ребята не стали впустую тратить время. Имхо, если им не нравится, то пусть учатся лучше играть. Тогда противнику не до фарма будет.
",0.0,0.0
"Если требует небольшого ремонта ,восстанавливаем а так по модели штампуем .
",0.0,0.0
"У тупых, ленивых, не следящих за собой и своим здоровьем женщин есть жир. И их место среди отбросов общества - это нормально! У тупых, ленивых, не следящих за собой и своим здоровьем женщин не идеальная кожа. И их место среди отбросов общества - это нормально! У тупых, ленивых, не следящих за собой и своим здоровьем женщин есть волосы на теле. И их место среди отбросов общества - это нормально! Пофиксил. Фемки, не благодарите.
",1.0,0.0
"Хммм. Тогда ок, просто нам надо было оперативно оформлять документы, поэтому и имя было заготовлено.
",0.0,0.0
"Подтверждаю. 3 года помощником, 4 года бурилой. Уже год работаю мастером.
",0.0,0.0
"Ну теперь машины будут газовать круглые сутки, это наверное лучше...
",0.0,0.0
"так а как он был выявлен, по каким то анализам или случайно по рентгену ежегодному?
",0.0,0.0
"Ну и какая там массовость? 100х100? пять участвовали, не то четырех не то трех в больницу. где массовость-то??? хотя бы класс на класс? 20 на 20 человек, а??? наипалово
",0.0,0.0
"может быть и Беслан и Норд Ост,но ты так и не сказал,пидорандель, это ДРУГОЕ, эуропэйское, или то же самое?
",1.0,1.0
"Это солнечная, а ветряная может гораздо быстрее окупиться.
",0.0,0.0
"В польском отеле, где жили наемные хохлы, повесили тоже самое, причем на русском, лол
",1.0,0.0
"Котенок не блевотина же.
",1.0,0.0
"У меня двоюродный брат из погранцов-контрактников ушёл, когда после двух повышений зп он стал получать на 15 меньше. Оклад повышали, а проценты снижали( напряженка, боевое дежурство и тд). При сердюке это было, не знаю,как сейчас.
",0.0,0.0
"Ну а как же? Только с разрешением в письменном виде хохлы ебутся. А ещё они там снегирей распинают. Не верь всему что тебе по телевизору говорят, даун.
",1.0,1.0
"У нас на ДВ есть поселок Да-Да
",0.0,0.0
"А зачем они вообще возили эти диски, если можно переписать в перфокарты или даже в тетради, а потом куда нужно? Это же выгоднее.
",0.0,0.0
"колеса никогда не было обработки железа никогда не было огнестрела никогда не было телеграфа никогда не было полетов в космос никогда не было вы находитесь здесь рыночка никогда не было
",0.0,0.0
"Посидев в трусах при нуле градусов ты тоже не долго протянешь.
",1.0,1.0
"Вот так о форматах: В форматах 1.05 и 1.1 появлятся следующие реквизиты: -Признак способа оплаты (Предоплата 100 , Аванс, Частичный расчет и кредит, -Передача в кредит, Оплата кредита, Полный расчет) -Данные об агентах, в случае работы по агентскому договору -Предмет расчета (просто товар, подакцизный товар,, работы, услуги, ставка игры, выигрыш, платеж, выплата и т.д.) -Сумма НДС за предмет расчета -Место расчета -Электронная почта отправителя чека -личный ИНН кассира
",0.0,0.0
"зоофилофобная страна Ох уж эта пидорашка со своей зоофилофобией...
",1.0,1.0
"Вонючий совковый скот прибежал и ноет. А вот и сторонник демократии и свободы слова закукарекал.
",1.0,0.0
"Нет исследований про его полезность, о человек, внимательно читающий чужие сообщения. Почему нет исследований про то, как курево полезно и практично, если его надо продать? А вот исследований о его вреде полно
",0.0,1.0
"Режим дня ещё никому не помешал.
",0.0,0.0
"Неудивительно, что грязноштанные кукареки такого дебила смутили. А истинный понасёнок должен быть непоколебим в своей вере! Проклянём же маловеров! Анафема им!!!
",1.0,1.0
"Дядя, ты дурак, и тому доказательства с печатью уже не нужны.
",1.0,1.0
"Тред одного из самых умственноотсталых представителей русской гитарной школы, Юрия Шильникова, который не может сыграть нормально ни квинту, ни одну из существующих пентатоник, вечно выёбывается на Хэммета и Слэша компенсируя этим свой низкий гитарный сКилл и милипиздрический писюн размером с лягушачью лапку. Пидор всея ютуба и скучное унылое говно, от тупого пиздежа которого у людей начинает идти кровь из ушей. Также имеет суперпосредственную недогруппу, в которой пытается что-то ковырять и сосать в один и тот же момент, с весьма унылыми запилами на 6й струне и неебически скучным вокалом тёлки ака Нуки2.0, люди говорят, что по звучанию группа походит на Слот, но на самом деле это просто говно мёртвой собаки. Леди и джентльмены, встречайте ФРЕДХУЕГЛИСТ",1.0,0.0
"Ты просто шизик. Скройся.
",1.0,1.0
"Праваки же говна залили.
",1.0,0.0
"Так 120 144Гц только TN матрицы умеют, может конечно сейчас и лучше есть, но я не в курсе
",0.0,0.0
"Надо же сколько поклонников их творчества на пикабу оказалось. Старпёры расчехлили свои минусомёты...
",1.0,1.0
"В приказе работник должен расписаться. Копию обязаны дать, и заверить по просьбе работника. Если не дали в приказе расписаться - работать дальше, т.к. нет документального подтверждения увольнения.
",0.0,0.0
"Я как раз попробовала эту бумагу Магги, и мне понравилось, только она стоит столько же сколько само мясо, поэтому решила сама завернуть, и типа же вкусно, и более разнообразно по вкусам - можно экспериментировать с приправами
",0.0,0.0
"А зачем предоставлять паспорт в руки? Что, пэпс способен на взгляд на вкус на ощупь определить подделку? Ну пусть смотрит лижет щупает паспорт в моих руках, я не против. В каком нормативном документе написано, что я должен ПЕРЕДАТЬ паспорт, а не ПРЕДЪЯВИТЬ?
",0.0,0.0
"У нас превышение на 10км штраф 100 а если 20 и выше то варьируется от 300 до 2000 в зависимости от твоей зарплаты
",0.0,0.0
"А если в квартире никто не живёт? Я например раз пол года приезжаю.
",0.0,0.0
"А передом заехать в ограниченном пространстве? Потому что мне передом как-то сложнее.
",0.0,1.0
"Интересен бюджет такой акции.
",0.0,1.0
"Ну смотрите, если вам ЗАВЕДОМО ВРУТ на счет 500 рублей, и БЕСПЛАТНОЙ диагностики, то это уже как бы говорит о многом. А если вам называют сумму близкую к адекватной, то как бы уже не нулевой шанс что именно ее вы и отдатите. И та до 15 000 с 800 тоже довольно легко разводят.
",0.0,0.0
"В частном доме? Поди у вас? Или в санатории каком то или у олигарха. Коих у нас 60-70 , по вашему. Лишь бы тиснуть что нибудь.",0.0,0.0
"уж не занимался ли братец торговлей специально приготовленным растением, тетрагидроканнабиол содержащий?",0.0,0.0
"Американцы пошли дальше всех
",0.0,1.0
"Ух, пахнет эпиком. Даже подписался. Если что, я готов помочь с дизайном, лишь бы не испытывать испанский стыд за то ублюдство, которое вам сделает знакомый дизайнер за 500 рублей .
",0.0,0.0
"А где вы купили часы с обратным ходом? У меня такие в детстве были, из Японии привезли в подарок родителям, хочу купить подобные, но нигде в продаже найти не могу.
",0.0,0.0
"Если россияне не признают, что не все страницы их истории были светлыми вот насчет этого особенно, просто и без вариантов, это наши проблемы, и советчики- покаяться, идут вообще в сад.
",0.0,0.0
"Это обезьяна из азиатского зоопарка, я угадал?)
",1.0,0.0
"Что-то я читал похожее про деревню которой не было на навигаторе.
",0.0,0.0
"Так же про свой город могу сказать, но все равно есть пара мест)
",0.0,0.0
"А вот это кстати да, последние года два когда говоришь людям что нормальный ноутбук стоит 60-80 тысяч они говорят - а нельзя вот такой же, но за 20-30 и чтобы был хороший. И так почти со всеми аспектами жизни.
",0.0,0.0
"Печальная история, на самом деле. Девушка многие годы пытается похудеть и, возможно, найти себе пару, но судьба каждый раз расплряжается по своему...
",0.0,0.0
"зашел сюда в поисках этого коммента
",1.0,0.0
"Но это временные дебаффы... зато потом стата выравнивается и максмальный уровень повышается.
",0.0,0.0
"Ну мне 30... Вот поработать ночью - норм, а проторчать в клубе уже как-то не очень )
",0.0,0.0
"У вас либо золото хреновое, либо букеты из аленьких цветочков, добытых у чудовища.
",1.0,1.0
"Я так отмечала мамин др и поменяла пароль от сбербанк.онлайн Самый прикол, что я запомнила пароль. А в каком сервисе я его поменяла - вспомнить никак не могла, пока не столкнулась с ошибкой входа в вышеупомянутый сервис.
",0.0,0.0
"А что, до 05.11.17 кто-то другой это смотрел?
",0.0,0.0
"А не ты ли тут намедни пост о каком-то кришнаитском празднике вещал? Ты лично к христианству никакого отношения не имеешь, тем более к православию, но ты самолично один решаешь за христиан как и на что им оскорбляться. Тебя христиане еще не побили за то, что ты манипулируешь их верой, индуист?
",1.0,1.0
"Я пёрнул в голову каждому, кто прочел мой комментарий.
",1.0,1.0
"Ты долбоёб? Не 99 . Максимум 70 .
",1.0,1.0
"Мне так восстановили зуб за 4 тысячи, только случай был намного хуже.
",0.0,0.0
"Знаю, что много таких организаций. Очень печально это
",0.0,0.0
"Я тоже так делала, но теперь наверно не буду. Недавно нашла портмоне с кучей документов и деньгами. Вернула. Мужик даже спасибо не сказал. И что-то мне так неприятно стало...
",0.0,0.0
"К бывшей ссылке на ВК с надписью Положить денежку можно сюда
",0.0,0.0
"Ну ты же понимаешь, что у хохлов и денег то нет?
",1.0,1.0
